ts_sec,rel_ms,current_mA
1757011767.323321,17174.724,0.060
1757011767.325390,17176.793,0.060
1757011767.327458,17178.861,0.060
1757011767.329527,17180.930,0.060
1757011767.331596,17183.000,0.060
1757011767.333665,17185.068,0.060
1757011767.335734,17187.138,0.060
1757011767.337812,17189.215,0.060
1757011767.339884,17191.287,0.060
1757011767.341954,17193.357,0.060
1757011767.344026,17195.430,0.060
1757011767.346095,17197.499,0.060
1757011767.348165,17199.568,0.060
1757011767.350234,17201.638,0.060
1757011767.352302,17203.705,0.060
1757011767.354371,17205.775,0.060
1757011767.356440,17207.844,0.060
1757011767.358510,17209.913,0.060
1757011767.360577,17211.980,0.060
1757011767.362646,17214.050,0.060
1757011767.364714,17216.118,0.060
1757011767.366783,17218.186,0.060
1757011767.368850,17220.253,0.060
1757011767.370919,17222.323,0.060
1757011767.372988,17224.391,0.060
1757011767.375057,17226.461,0.060
1757011767.377126,17228.530,0.060
1757011767.379200,17230.603,0.060
1757011767.381269,17232.672,0.060
1757011767.383338,17234.742,0.060
1757011767.385409,17236.812,0.060
1757011767.387478,17238.882,0.060
1757011767.389548,17240.952,0.060
1757011767.391617,17243.021,0.060
1757011767.393686,17245.089,0.060
1757011767.395755,17247.158,0.060
1757011767.397824,17249.227,0.060
1757011767.399893,17251.296,0.060
1757011767.401963,17253.367,0.060
1757011767.404026,17255.430,0.060
1757011767.406095,17257.499,0.060
1757011767.408164,17259.568,0.060
